"Key","Source","Translation"
"[0969669343CF7A4915590097C6F26D18]::ABB7E3264920C9E0A148639CDEE98FFC","You can only enhance your powers when resting in a hideout","Ви можете посилити свої сили лише під час відпочинку в укритті"
"[0969669343CF7A4915590097C6F26D18]::42B4ADA54A5547F8DF4858962B78982F","Spell category","Spell category"
"[0BE262F94516EEED3CD8698443425AB7]::395923D14628DBE4DE06AC9709B12614","E","Сх."
"[0BE262F94516EEED3CD8698443425AB7]::60B5AF574328288F5232408AC5691CCA","N","Пн."
"[0BE262F94516EEED3CD8698443425AB7]::69F53919418C388A93D020A203903E7B","S","Пд."
"[0BE262F94516EEED3CD8698443425AB7]::4EE8F06A4E104E5AEB8A1987E53D250E","W","Зх."
"[0F67EDD947777E8BF2AB8796D24D8B54]::A45F1E18479C21B3BFF81AA7EE9802AA","+{Value} xp","+{Value} ОД"
"[0F67EDD947777E8BF2AB8796D24D8B54]::73F155BB49A139D6BC52A29CE573BA31","HINT: {Value} XP","ЗДОГАДКА: {Value} ОД"
"[0F67EDD947777E8BF2AB8796D24D8B54]::7EF6A3564A603154A2AEBEADC3C259FD","LOST!","LOST!"
"[0F67EDD947777E8BF2AB8796D24D8B54]::D7C68D604AD8351D44CDC4B86C3FABC7","LOST!","LOST!"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::0C5DC0024B5CBED49020E887EACFD788","Blood Quality","Якість крові"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::FB0F573A456E1F9F8A2502BA6E24203B","Details","Деталі"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::A086F3794402A4BF9DE1E5990A502464","Hide","Сховати"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::43F6226C4505BE540B92469D128FDC47","Loretta Swansborough","Лоретта Свонсборо"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::B114880B47A571E54A5C34A0234A7C23","Recovering","Відновлюється"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::3E0645B144F65FC4BD6622B7AD2F6E69","Resistances:","Стійкості:"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::783262204B9E67D13229669B961D4501","Unknown","Невідомо"
"[0F91BAFC4FE682DEB9F7E7B5EC0BEC88]::7C3B48034C073D18107E08967D1B3EE0","Unknown","Невідомо"
"[0FA072EA43C5538FE9767FBC094F4F2F]::35ED90E24854D46853C0588B270A5B7C","Loading","Завантаження"
"[0FA072EA43C5538FE9767FBC094F4F2F]::80E32510408EF81D7195D5AB76CC893C","Press","Натисніть"
"[0FD037F1417E6F396DC1C5A5E6171462]::68D1132A4138EE714D3D338D3B21E647"," Mag size {x}"," Mag size {x}"
"[0FD037F1417E6F396DC1C5A5E6171462]::234165594F702A21EF9829ADCAEE30B0","Absorb {x} blood points when the weapon hits","Поглинає {x} крові з кожною атакою"
"[0FD037F1417E6F396DC1C5A5E6171462]::FAE5391B4A50D45EED517CAFB3FDAA46","Add {x} stun points when the weapon hits","Додає {x} одиниць приголомшення, коли зброя влучає"
"[0FD037F1417E6F396DC1C5A5E6171462]::80AA655344554E7727AF3E8E44E54F58","Decrease stamina consumption by {x}%","Зменшує розхід витривалості на {x}%"
"[0FD037F1417E6F396DC1C5A5E6171462]::32BEB86642A3F018705E749BF9748F3A","Decrease the reloading time by {x}%","Зменшує час перезаряджання на {x}%"
"[0FD037F1417E6F396DC1C5A5E6171462]::745340D5490C9EBDF8FC4793DCD5C376","Increase damage dealt by {x}%","Збільшує завдану шкоду на {x}%"
"[0FD037F1417E6F396DC1C5A5E6171462]::5C6E691946ECFF57DE3C748F74A406D3","Increase the rate of fire by {x}%","Збільшує швидкострільність на {x}%"
"[0FD037F1417E6F396DC1C5A5E6171462]::ADBE2D5642AD6620D01BF4956E1A9F5A","Level","Рівень"
"[0FD037F1417E6F396DC1C5A5E6171462]::C7EA84694A3882DCB0D096A5633FBC16","None {x}","None {x}"
"[0FD037F1417E6F396DC1C5A5E6171462]::1336E8A5406714843C74BC811F5EAB7C","Size","Розмір"
"[0FD037F1417E6F396DC1C5A5E6171462]::9E1E590F4DCFD52E7EFDA7A991B85F1F","Size","Розмір"
"[0FD037F1417E6F396DC1C5A5E6171462]::65AA842F487EDA8737D7678952599458","The area of effect of the power.","The area of effect of the power."
"[0FD037F1417E6F396DC1C5A5E6171462]::E6914FF1408799378321A5937C8B2254","You can only upgrade your weapons using a hideout’s workbench.","Ви можете поліпшувати зброю лише за допомогою верстака."
"[10DEFB7148010AAA9D94D080E4F418A2]::ED3DE1A54CBDAE1DFE48D8B4908B9AA4","Continue","Продовжити"
"[10DEFB7148010AAA9D94D080E4F418A2]::3A79BDAB4350BA2685217396188F24DE","Hard Mode","Складний режим"
"[10DEFB7148010AAA9D94D080E4F418A2]::6C085C3F4E909E4D39BDDB9592F114E8","Mission Select","Вибір місії"
"[10DEFB7148010AAA9D94D080E4F418A2]::562FBD8949108767FB686BA7872A360C","New Game","Нова гра"
"[10DEFB7148010AAA9D94D080E4F418A2]::FDA6089B45D3E3212CF217A749B7E78E","Options","Налаштування"
"[10DEFB7148010AAA9D94D080E4F418A2]::B5E074B24F90E96FDB8BA4BA048240CD","Quit","Вийти"
"[10DEFB7148010AAA9D94D080E4F418A2]::43F43B6F48C5120014AD28BAEEB20AE4","Select","Обрати"
"[10DEFB7148010AAA9D94D080E4F418A2]::FA78CE9C43A6E16E9EFD59A025E7D645","Story Mode","Сюжетний режим"
"[14AA34F9461D2FC517545F8292EF5933]::DDCA434A4934E928829817824D2DB511","MEDICINE","ЛІКИ"
"[14AA34F9461D2FC517545F8292EF5933]::6A8D97564214FF204BC2B7A92AADB403","RECYCLE","ПЕРЕРОБИТИ"
"[14AA34F9461D2FC517545F8292EF5933]::6720217C4A1D09B0CAC0F999ED9D6E42","WEAPONS","ЗБРОЯ"
"[16A6FF984AD6E0E63CEEF6A05DFBF14A]::5A557AE340ABC017FED56BBF012039A9","Change","Змінити"
"[16A6FF984AD6E0E63CEEF6A05DFBF14A]::73D9526147FA54649D32309585720F3E","Details","Деталі"
"[16A6FF984AD6E0E63CEEF6A05DFBF14A]::4F176F584346075FC83FB086459CF363","Empty slot","Пуста комірка"
"[16A6FF984AD6E0E63CEEF6A05DFBF14A]::E0A3F3BE405F23F58B348588095A4D71","Equip something in this slot.","Помістіть щось у цю комірку."
"[16C3403046743EC491F092B5D1448605]::3089AB25427D80918210F38014225C9A","Loading","Завантаження"
"[16D3627B46B1A20135F3BD8C101D3878]::0C22E7074A0EE0456C9D5991EEBCA869","AMMUNITION","НАБОЇ"
"[16D3627B46B1A20135F3BD8C101D3878]::07C8D39546DA239948A18DBC1EBD3727","Consumables","Розхідники"
"[16D3627B46B1A20135F3BD8C101D3878]::27FB579B427964DFC4CF24830FD89084","INVENTORY","ІНВЕНТАР"
"[16D3627B46B1A20135F3BD8C101D3878]::A1CA79864CE8B1D6D8D8B3A0FAA17E6E","INVENTORY","ІНВЕНТАР"
"[16D3627B46B1A20135F3BD8C101D3878]::67C838A3421C895FB4D5DFBCF49EF4C1","SELL","ПРОДАТИ"
"[16D3627B46B1A20135F3BD8C101D3878]::1E5B38084497C86C85DB999E8468AD85","SERUMS","СИРОВАТКИ"
"[16D3627B46B1A20135F3BD8C101D3878]::03438AB145975E463DCAA0AD960D5A35","TREATMENTS","ЛІКИ"
"[19BD350940C42AFA805CAD9BF1094A74]::46C0433A471DA905D575A8AAEDBDF15C","Ferrous Tartrate Permaganate potassium","Ferrous Tartrate Permaganate potassium"
"[1B9215B54B4B756C163933A72C57C81E]::73F463BF4C5A93366A1A0BA9A7837DEC","CANCEL","СКАСУВАТИ"
"[1B9215B54B4B756C163933A72C57C81E]::7A4FC0B740A0471E1AB4EFA337D6D7B5","Options: Return To Main Menu","Налаштування: До головного меню"
"[1B9215B54B4B756C163933A72C57C81E]::2ABDF7414F6133AC5F881EBD41F9A4EC","Return to Main Menu","Повернутися до головного меню"
"[1C41257F4FC0C8784DB594BF91BD6414]::367AEE234CDCD88A3E79C6B9065F032F","Craft","Створення"
"[1C41257F4FC0C8784DB594BF91BD6414]::B2D90CE44A8022A8580792960F1892EA","FIREARMS","ВОГНЕПАЛ"
"[1C41257F4FC0C8784DB594BF91BD6414]::591E82144C646848970ACCA48D79AC87","OFF-HAND","ВТОРИННА"
"[1C41257F4FC0C8784DB594BF91BD6414]::7179090C4FC75EBB39CBE6A20B433A97","ONE HAND","ОДНОРУЧНА"
"[1C41257F4FC0C8784DB594BF91BD6414]::660BDDC94E9AB718AA3624954DC36CEE","TWO HANDS","ДВОРУЧНА"
"[1C41257F4FC0C8784DB594BF91BD6414]::9BEE28194ED45D9E79F6D0868ECF4BB8","Upgrade","Поліпшити"
"[1C41257F4FC0C8784DB594BF91BD6414]::6162ABB44D9A90DD7D7F43B5B6E1F71D","Weapons","Зброя"
"[1E1C65D144283D5726056AB3B31EE9BF]::7527E4F34F5A2B8CEAE848AFEC51F7D5","Full named enemy name longg","Full named enemy name longg"
"[1E1C65D144283D5726056AB3B31EE9BF]::0A9BD31D4D17E8A8C5AD2ABA3C77F79E","Nullified","Скасовано"
"[1E1C65D144283D5726056AB3B31EE9BF]::3438D54F4352E0E92A5030AF12364DC2","Resisted","Resisted"
"[1FA86ECB4C84B6FD409F24B5277FD9BB]::8CBF6CDD4A926C00CD9929902FB77DA3","Back","Назад"
"[215959AE47DC110FF53B5FB6B68590C8]::DD6A1DE9472171DF758DCB98B3EB2577","+{XPAmount}xp","+{XPAmount}ОД"
"[215959AE47DC110FF53B5FB6B68590C8]::756CDDB946FFDAD7AAC888A6340B3EE8","XP","ОД"
"[21B23F8549D81CD26D3AA49863D5A6A4]::FDD925FB4364C7B6BE41719CD390EB92","INVESTIGATION CANCELLED!","РОЗСЛІДУВАННЯ СКАСОВАНО!"
"[21B23F8549D81CD26D3AA49863D5A6A4]::F2DD583C43E47673530743A33CA90B15","INVESTIGATION FAILED!","РОЗСЛІДУВАННЯ ПРОВАЛЕНО!"
"[21B23F8549D81CD26D3AA49863D5A6A4]::7C81E23C48B13A02D402E68EAF4DB2E0","INVESTIGATION SUCCEEDED!","РОЗСЛІДУВАННЯ ЗАВЕРШЕНО!"
"[21B23F8549D81CD26D3AA49863D5A6A4]::8B0E562C493FD69D29A35B9FB6DC35AC","INVESTIGATION UPDATED!","ОНОВЛЕННЯ РОЗСЛІДУВАННЯ!"
"[21B23F8549D81CD26D3AA49863D5A6A4]::3962E50547454256FFCE1D8B01BBDFA7","NEW INVESTIGATION!","НОВЕ РОЗСЛІДУВАННЯ!"
"[224D0EB846B6B95EEBFC52A87C574CC6]::6AC068F44AAF6A3DCCBA499A6A77DCB5","{TotalAmount}","{TotalAmount}"
"[233C1A504025BC2E4A9D429CBD76BA58]::27B54BD64C93FB83CF5B9882930BA01B","Empty","Пусто"
"[233C1A504025BC2E4A9D429CBD76BA58]::A8EF44644721106CA665F59F8D605D2F","Medicine","Ліки"
"[233C1A504025BC2E4A9D429CBD76BA58]::E07DA07D43FCA817992521928A437687","Module","Модуль"
"[233C1A504025BC2E4A9D429CBD76BA58]::F1EB24E2496B12479499088F62C028D1","Power","Сила"
"[233C1A504025BC2E4A9D429CBD76BA58]::D9FBEC4847578D4096ECD29B9F9E3AF3","Weapon","Зброя"
"[270997CE4D9DE2D3DE6788BF531C6547]::BB1F40054FD46520016C82AD36D47266","Chapter 1","Глава 1"
"[270997CE4D9DE2D3DE6788BF531C6547]::D7B0D9F3467BFD4444CC33AB83F2CB3E","Chapter 1","Глава 1"
"[270997CE4D9DE2D3DE6788BF531C6547]::C0D0752147DA5AC51578C695B6B0C55F","Chapter 2","Глава 2"
"[270997CE4D9DE2D3DE6788BF531C6547]::5960FA3340BE463E4521AF9830ACA9EB","Chapter 3","Глава 3"
"[270997CE4D9DE2D3DE6788BF531C6547]::8F6BE85349F53EF8E9CD919C4413759C","Chapter 4","Глава 4"
"[270997CE4D9DE2D3DE6788BF531C6547]::798D0B8445D746E04B3D0AA2804733FC","Chapter 5","Глава 5"
"[270997CE4D9DE2D3DE6788BF531C6547]::5D7473E947BA5DF6F00C65AFB60A8D55","Chapter 6","Глава 6"
"[270997CE4D9DE2D3DE6788BF531C6547]::F8DB3C024F757D0B9E1F5B888A4E73D3","Chapter 7","Глава 7"
"[270997CE4D9DE2D3DE6788BF531C6547]::8A4866E44DB8DD5D9F8FFD81A2B5BF2E","Mission Update","Місія оновлена"
"[2879FCF04BB15B1D6329B6B75329265B]::6159DAA14A6E9B732BDD3B84FB4A2A4A","Audio","Звук"
"[2879FCF04BB15B1D6329B6B75329265B]::2AB612AB4B8C4E40804804B27C639443","Credits","Титри"
