"8865ACF941B421932013B4861B9E58E2","Digby","Діґбі","","","","","",""
"2936810649E97F803B0833BCD84C45F2","Director of Pembroke Hospital","Director of Pembroke Hospital","","","","","",""
"0FB10CEB4FA394A3AA7348855FA9920E","Docker","Портовик","","","","","",""
"50EBD33344DD0B26E8408AB0D6235389","Docker","Портовик","","","","","",""
"77173D3C4CD14E5C8A6019A01BC457B7","Docker","Портовик","","","","","",""
"8315ACE1435F6D9E815D87A80315621E","Docker","Портовик","","","","","",""
"B7CC31F54389E6B3D3AE259EAE25ED58","Docker","Портовик","","","","","",""
"D49D7CD748B1FB4FDAE784A5B3DAC6DF","Docker","Портовик","","","","","",""
"1867B2ED4964F3A2FEDF7D876AACBF9A","Doctor","Докер","","","","","",""
"38DAC8E8456EBFC9935B30927D0A6060","Doctor","Докер","","","","","",""
"3B19454D43D7FCC6D4B09FA3AFB0CE82","Doctor","Докер","","","","","",""
"8BCC34D146105A07DF4387818CD7AE66","Doctor","Докер","","","","","",""
"BE1DD48A44784C2E5852D1A6F2D9136B","Dorothy","Дороті","","","","","",""
"C179797641B102027776DA8E99B34881","Dorothy gives away drugs and medicine for free.","Дороті безоплатно роздає ліки та наркотики.","","","","","",""
"CB562B63457EE0733F398F8511A976BB","Dr. Ackroyd","Д-р Акройд","","","","","",""
"07BAD59A4F228BF88CA97C8008C14D1A","Dr Corcoran Tippets","Д-р Коркоран Тіппец","","","","","",""
"379C8B3744B38B57C39F9D95C533BEB0","Dr. Edgar Swansea","Д-р Едґар Свонсі","","","","","",""
"9B0AD85840BE2230EA0F90833CFCF2C4","Dr. Strickland","Д-р Стрикленд","","","","","",""
"AE0BAC8948AA82555F9B80BF88A3E2D5","Dr Swansea","Д-р Свонсі","","","","","",""
"00E3873A4F7347A102E27BBF107E8294","Dr Thoreau Strickland","Д-р Торо Стрикленд","","","","","",""
"1B2C773F4A77AE85D7FF3B8BDEBD4F2E","Dr. Tippets","Д-р Тіппец","","","","","",""
"50DACD2A4698FDBEFB9E73861E9B2C1C","Dr Waverley Ackroyd","Д-р Вейверлі Акройд","","","","","",""
"1710D0DC43058A91C5C975ABC424B74D","Dyson","Дайсон","","","","","",""
"56DE965C435D01D2DF54BEA91382BACA","Edwina","Едвіна","","","","","",""
"04EBC370435F2D7A40143C81D4B97C5C","Elwood","Елвуд","","","","","",""
"6530CF2A438F58D1AD09D6AE5963C984","Emelyne","Емелін","","","","","",""
"7EADC3A442176996C695269EE9D1143D","Enid","Енід","","","","","",""
"3F1145CB4F5E336C2E21E894D91F4C8E","Rodney is terrified by the Wet Boot Boys' retaliation","Rodney is terrified by the Wet Boot Boys' retaliation","","","","","",""
"42123BC041F95327E9B94F893FEF3528","Filmore","Філмор","","","","","",""
"BFD5CBDF410F6EFF8518FB9CB03F5D39","Filmore","Філмор","","","","","",""
"060C1C0947838E13EA4DA08477FE01C5","Fishburn","Фішберн","","","","","",""
"859D0DF94DF98B2089F37EB1334B46C8","Fishburn","Фішберн","","","","","",""
"CC4AF3134CBADA91CFE3E8A13489FAF1","Fortune teller","Ворожбит","","","","","",""
"7414DD7A4FAD8EFFA834AF8459B514B1","Fr. Tobias Whitaker ","Отче Тобіас Вайтекер ","","","","","",""
"922672C44EEAF71352E384BF746F27FF","Fr. Whitaker","Отче Вайтекер","","","","","",""
"CC8F40BA4847DD18C0E2D6A89AC701D4","Fr. Whitaker","Fr. Whitaker","","","","","",""
"9DA42F3B4B097F58D3EF079167E8BA13","Giselle was a friend of Enid Gillingham's son.","Giselle was a friend of Enid Gillingham's son.","","","","","",""
"F0C292904D3A6FDA41419CB00DBC7BCE","Rodney was the friend of Enid Gillingham's son.","Rodney was the friend of Enid Gillingham's son.","","","","","",""
"3D9AB0F34BA7BC5F064AB0AA7BCC57A0","Gillingham","Джилінгам","","","","","",""
"A7B028FE4A2B6A4D9AEBCD9A60A622AD","Giselle","Жізель","","","","","",""
"3C6FB0CA49110EF0B5959D91BD5C9F63","Grader","Grader","","","","","",""
"507341F64DC38B826F6B77A1758EFA73","Gwyneth","Ґвінет","","","","","",""
"A2EC2DA5424528F22B8232A6F20EC276","Hampton","Гемптон","","","","","",""
"BB3E5BA94963D8A4F019F4BC097A9B1E","Harriet","Harriet","","","","","",""
"8289B2BF49A1FDCC3B1E71A617C45FCD","Harry","Гаррі","","","","","",""
"0B6210EE45311DA301A6CB9C2517CC2A","Harry has a difficult relationship with his father Joe Peterson.","Harry has a difficult relationship with his father Joe Peterson.","","","","","",""
"5A01B8CF4FB33AB2BA317FBCF69837C6","He has a complicated relationship with his son Harry.","He has a complicated relationship with his son Harry.","","","","","",""
"77FE76EE4D7DCCD1B7DA32AA2FBBDE64","Harry Peterson, 18 years old, male. A forlorn and sickly boy, Mr. Peterson was the son of Joe Peterson, who moved his family to Whitechapel shortly after the death of his wife. Mr. Peterson didn't take the move too well. His awkwardness and angst prevented him from forming any new friendships. The boy chose to stay at home while his father worked as a lackey for the local gang - gradually forgetting his promises of getting a cleaner and safer job. Eventually Mr. Peterson's weak body pushed him outside and into Dorothy Crane's dispensary. He had no other acquaintances than his father and Barrett Lewis, an old friend of Joe's who was bullied by him, and in turn picked on Harry. As I killed the boy, he wondered about the meaning of death, and found his personal answer in the relief it brought him.","Harry Peterson, 18 years old, male. A forlorn and sickly boy, Mr. Peterson was the son of Joe Peterson, who moved his family to Whitechapel shortly after the death of his wife. Mr. Peterson didn't take the move too well. His awkwardness and angst prevented him from forming any new friendships. The boy chose to stay at home while his father worked as a lackey for the local gang - gradually forgetting his promises of getting a cleaner and safer job. Eventually Mr. Peterson's weak body pushed him outside and into Dorothy Crane's dispensary. He had no other acquaintances than his father and Barrett Lewis, an old friend of Joe's who was bullied by him, and in turn picked on Harry. As I killed the boy, he wondered about the meaning of death, and found his personal answer in the relief it brought him.","","","","","",""
"826EA6B342F8CEF5221E468472BE39A5","Harvey","Гарві","","","","","",""
"35D07012412B7A15F9D4D4BF9FEED3D5","Harvey will not be able to feed his family as long as his arm is still injured.","Harvey will not be able to feed his family as long as his arm is still injured.","","","","","",""
"62129A774CFE86880955B0B95FFB43EA","Giselle has lost the money of the trade union she belongs to.","Giselle has lost the money of the trade union she belongs to.","","","","","",""
"D309090B4772A2E88124AE861FFBDEB5","Hawkins","Гокінс","","","","","",""
"026EE97D4E75C3614E93389D4F185142","Tobias has already killed several sick people during his crusade to cleanse the city.","Tobias has already killed several sick people during his crusade to cleanse the city.","","","","","",""
"0C4D47544EE1469C6908D5858E312CB5","Cadogan has been attacked by vengeful Skals he used to exploit as his tenants.","Cadogan has been attacked by vengeful Skals he used to exploit as his tenants.","","","","","",""
"50151FF84D3C541DA7A967B049C29FE4","Dyson is responsible for a bombing attack, which killed people by mistake.","Dyson is responsible for a bombing attack, which killed people by mistake.","","","","","",""
"003C93CE4B4867F6F17692866F041131","Tobias wants to cleanse the epidemic by fire.","Tobias wants to cleanse the epidemic by fire.","","","","","",""
"893069C549E44FBA634945965FB84C3D","Harry did not want to live in Whitechapel in the first place.","Harry did not want to live in Whitechapel in the first place.","","","","","",""
"9E75EC7142B296645B5D808898899CE9","Benjamin is opposed to his son's wish to join Wet Boot Boys gang.","Benjamin is opposed to his son's wish to join Wet Boot Boys gang.","","","","","",""
"21EB6F9E4A41649B927149B2C379E056","Richards feels guilty about depending on his parents' financial support.","Richards feels guilty about depending on his parents' financial support.","","","","","",""
"6A773F784648E7F5357AE19E739CE6D5","Barrett had an affair with Joe Peterson's wife.","Barrett had an affair with Joe Peterson's wife.","","","","","",""
"DE93273449DC5E1CE7FD75B0B595F09B","Mason was the one who had the idea for the Swanborough's miracle elixir in the first place.","Mason was the one who had the idea for the Swanborough's miracle elixir in the first place.","","","","","",""
"ADB5BADB40323B1E720228B86E8503E7","Thoreau's medical skills have been questioned in the past.","У минулому медичні навички Торо ставилися під сумнів.","","","","","",""
"89C4BC48444EE08D06B214957891FD3B","Waverley's skills are admired, but he is seen as proud and arrogant.","Waverley's skills are admired, but he is seen as proud and arrogant.","","","","","",""
"93EFE43A4A35AAAF8D73FDB0329F2E90","Dyson has been rescued by Sean Hampton after he felt dead drunk in the canal ","Dyson has been rescued by Sean Hampton after he felt dead drunk in the canal ","","","","","",""
"0640E47C4F081D624BE8A29B833F5760","Benjamin needs medication since he came back from the front.","Benjamin needs medication since he came back from the front.","","","","","",""
"236C334745021C20531A29AD33ACD4A9","Benjamin is a war veteran.","Benjamin is a war veteran.","","","","","",""
"DB7D19FA4A7A9F8B89DF3D994A6A472D","Albert has stolen his father's drugs.","Albert has stolen his father's drugs.","","","","","",""
"09DB0C2D4C7521A7AE0906927F2562D5","Tobias believes the Vicar of St Mary's church, Joseph Larrabee, is preaching a false faith.","Tobias believes the Vicar of St Mary's church, Joseph Larrabee, is preaching a false faith.","","","","","",""
"53DFA92C4B05B0CAB1F4238B2D3E48CD","Cadogan sees Dorothy Crane's dispensary as a fine thing, since she keeps his tenants in good health.","Cadogan sees Dorothy Crane's dispensary as a fine thing, since she keeps his tenants in good health.","","","","","",""
"81F14B29471361BA689C4197BEED2A19","Clayton wants newspapers to print the truth about Whitechapel's situation.","Clayton wants newspapers to print the truth about Whitechapel's situation.","","","","","",""
"E0BAF5644C26119CFCBA7CB790772C53","Albert wants to prove to the Wet Boot Boys that he is gang material.","Albert wants to prove to the Wet Boot Boys that he is gang material.","","","","","",""
"CD536D59496260D6C0FA729F4436FFA5","Cadogan is making money by renting squalid flats to the Whitechapel migrants.","Cadogan is making money by renting squalid flats to the Whitechapel migrants.","","","","","",""
"740455E74203516E1F8A63B5E0462C8C","Barrett is in a tough financial situation because of Joe's extortions.","Barrett is in a tough financial situation because of Joe's extortions.","","","","","",""
"6D28480F47EC6CB4B3DFE78D54875986","Harry has a frail constitution, and is often sick.","Harry has a frail constitution, and is often sick.","","","","","",""
"C0F7755C44B6319EA76CF6964DB155D8","Mason keeps on practicing chemistry despite his blindness.","Mason keeps on practicing chemistry despite his blindness.","","","","","",""
"6D1F047B47180FD9859CFC9C9ECE7F2B","Tobias' crusade is funded by his apprentice grave digging activities.","Tobias' crusade is funded by his apprentice grave digging activities.","","","","","",""
"440DC0294C5E1090267A2E9FCB8C0442","Richard has never succeeded in poetry.","Річард ніколи не досягав успіху в поезії.","","","","","",""
"4879976547C2462A06DB30BF20C94622","Homeless","Бездомний","","","","","",""
"8CFDACE743133AE9E8C7D8BA85351F49","Homeless","Бездомний","","","","","",""
"97810DC548325F5D54CF85AB8587CFC5","Homeless","Бездомний","","","","","",""
"A89E3F09496D46CDEE8940AE30A0F010","Hooks","Hooks","","","","","",""
"CBEC4AAF49A3C2264F861B822BDAA5D8","Housewife","Домогосподарка","","","","","",""
"CEC126CE4BFD67FF2D637E8D700183AE","Howcroft","Howcroft","","","","","",""
"B171675E42B3669A963075A4E144F7DA","Ichabold","Ichabold","","","","","",""
"82A690A44DCD198363513B95EC47C961","Lottie helps a lot of Sean Hampton's charities in his shelter.","Lottie helps a lot of Sean Hampton's charities in his shelter.","","","","","",""
"B768650E4A77772999DB77B8B6C9A8EB","Joe","Joe","","","","","",""
"316D3A314D9E6098A7E3108A6DA26601","Barrett and Joe Peterson used to be good friends.","Barrett and Joe Peterson used to be good friends.","","","","","",""
"BFB5726E4F574670338DC59E39A31EE1","Joe and Barrett Lewis used to be good friends.","Joe and Barrett Lewis used to be good friends.","","","","","",""
"2D06D829413B0F589C4892854300E956","Joe Peterson, 44 years old, male. Also known as The Colossus. A veil covered the memories of Mr. Peterson before his arrival in Whitechapel. I discerned the death of his wife and the mind-breaking sadness that came with it. But what came before was nothing but blurred pain and repressed anger. What came after wasn't any better. Mr. Peterson moved house with his son Harry in search of renewal; however he couldn't find any other job than that of lackey for the Wet Boot Boys. Working for the gang, he bullied his neighbours into paying inflated taxes. Mr. Peterson had since looked for cleaner employment, but his reputation was established, and all doors remained closed. His son resented him for this, and the two men were divided, though they depended on each other. When killed, Mr. Peterson called for his son and implored his forgiveness.","Joe Peterson, 44 years old, male. Also known as The Colossus. A veil covered the memories of Mr. Peterson before his arrival in Whitechapel. I discerned the death of his wife and the mind-breaking sadness that came with it. But what came before was nothing but blurred pain and repressed anger. What came after wasn't any better. Mr. Peterson moved house with his son Harry in search of renewal; however he couldn't find any other job than that of lackey for the Wet Boot Boys. Working for the gang, he bullied his neighbours into paying inflated taxes. Mr. Peterson had since looked for cleaner employment, but his reputation was established, and all doors remained closed. His son resented him for this, and the two men were divided, though they depended on each other. When killed, Mr. Peterson called for his son and implored his forgiveness.","","","","","",""
"F96BD074471ACFE32AB69BBD8A215437","Jones","Джонс","","","","","",""
"3D1496BF4548AEC17800D7B997D2EC97","Journalist","Журналіст","","","","","",""
"34BA34244A0CA191C0D3E69FED1AB0A0","Kingsberry","Kingsberry","","","","","",""
"2AB8A1D64EA2DEC8C0D4C58B07426F31","Lady","Леді","","","","","",""
"C08E758648264CB1B1B5978C21323623","Albert was supposed to meet the Wet Boot Boys' leaders after joining the gang.","Albert was supposed to meet the Wet Boot Boys' leaders after joining the gang.","","","","","",""
"A3A7ABA943A65DE46C1AE1866D8B2EC4","Lewis","Lewis","","","","","",""
"A37650554E15B1C4E75EA4BA1DAED185","Cristina Popa, 23 years old, female. A Romanian immigrant who fled the war and the militarization of her country, to arrive in a segregated and sickness-ridden London. Trying to find enough money to finance her brother’s travel to England, Ms. Popa struggled to find work. Her origins attracted only refusals and disdain, so she became a prostitute out of necessity. She began to steal from her clients in an attempt to earn money quicker. Taking all the risk for her remaining sibling, neglecting even her own health and safety, Ms. Popa had come to see the world as an inescapable prison. She had a fateful meeting with the independent journalist Clayton Darby, whose gentle empathy allowed her to share her story, but he made the mistake of sleeping with her. Ms. Popa had begun to develop affection for the man, but she only admitted her true feelings to herself while I was drinking her last drop of life.","Cristina Popa, 23 years old, female. A Romanian immigrant who fled the war and the militarization of her country, to arrive in a segregated and sickness-ridden London. Trying to find enough money to finance her brother’s travel to England, Ms. Popa struggled to find work. Her origins attracted only refusals and disdain, so she became a prostitute out of necessity. She began to steal from her clients in an attempt to earn money quicker. Taking all the risk for her remaining sibling, neglecting even her own health and safety, Ms. Popa had come to see the world as an inescapable prison. She had a fateful meeting with the independent journalist Clayton Darby, whose gentle empathy allowed her to share her story, but he made the mistake of sleeping with her. Ms. Popa had begun to develop affection for the man, but she only admitted her true feelings to herself while I was drinking her last drop of life.","","","","","",""
"FA671408404211D9EFE396A8AA863B90","Loretta","Лоретта","","","","","",""
"24F7E703478E2D36870C42BA7EBD7954","Lottie","Лотті","","","","","",""
"A7F9C9CC4A9D003895F54BAED16EAEA1","Louise","Louise","","","","","",""
"D38C958947CA572E118596AF031BC067","Martin","Мартін","","","","","",""
"AE13A28D443F9FB2794CE49762E54D9D","Mason","Мейсон","","","","","",""
"72464A21469621339B4B53B3A3EC4380","Melissa","Мелісса","","","","","",""
"B8129631410ACB6470EFB4BD4E2EB32F","Merchant","Крамар","","","","","",""
"BB3A86AA4D6783E32E778B8C8A0D10FA","Merchant","Крамар","","","","","",""
"972CDBD14EBDF169C03DC9B6A104C0F5","Milton","Мілтон","","","","","",""
"2B91BFFB495DB2AE392385BAA2EA28A3","Mobster","Mobster","","","","","",""
"D6A1A1AD4D7E96100D03D9A4C1FB1337","Mortimer","Mortimer","","","","","",""
"A5B8327B468B20D01DFA7B80F4F70A87","Mortimer Goswick","Mortimer Goswick","","","","","",""
"80470AD04DB116459A6679B1E2CC2BAF","Newton","Newton","","","","","",""
"B493377F48BE55BC4EB37AAE68AFD51B","Nightingale","Найтінґейл","","","","","",""
"996057214048E10B1077009F796922E2","Nithercott","Nithercott","","","","","",""
"CFFF0E0347E51CC812C06EAE3D203522","Noonan","Noonan","","","","","",""
"BEF7CFC94F2353C379D483B3A078334F","Nunford","Nunford","","","","","",""
