"Key","Source","Translation"
"DDEDB51D42B12119FC323683C5316BAD","About your husband's death?","About your husband's death?"
"DE08EBE141DAA4640ABD0283341B3A46","Why did your son really join Priwen?","Why did your son really join Priwen?"
"2C9CC580423D4B15810F13B053F17A23","About your work?","About your work?"
"C94933CB48360253D0EE5DAE6BC1EE9D","Are you afraid of me?","Are you afraid of me?"
"B17DA4E6444AB7B6300A5286AB6DFEEF","Afraid to find the truth about her?","Afraid to find the truth about her?"
"4F11AD6D497F574550FD64B1106B282E","Am I cursed?","Am I cursed?"
"B0B2972A4006B158D3D18AB8AE1B5369","An Ekon is a vampire?","An Ekon is a vampire?"
"154547EE4D06AD9727841983FAE4BEDB","Another time, maybe...","Another time, maybe..."
"0CE508F34B561C4BA4E64EAE0A21FAC8","Any influential figures?","Any influential figures?"
"EF95AE43451937DD46C58EBD36227285","Have you regrets?","Have you regrets?"
"C13ED6A04890FE35AB0D71AE7CD9F750","Are you afraid?","Are you afraid?"
"97DE13044DA0A5A482FBD58ACB0BA7CE","Are you that heartless?","Are you that heartless?"
"B377B2A6477C5ED68A089D891A67E45D","Are you homeless?","Are you homeless?"
"19A8F85C4F42EB4A7678858AAC870E74","Are you in charge?","Are you in charge?"
"243BAF5745CADD6AAFEBD59A84A99C24","Are you jealous?","Are you jealous?"
"1542515B4F1DE3360FFA3A9E784EC708","Are you lonely?","Are you lonely?"
"1A3349B44BB82DB42F9FFD922DC5F7D1","Are you my Maker?","Are you my Maker?"
"8DE1361D43611DC8045B84806541EDB9","Sure, blame the migrants!","Sure, blame the migrants!"
"6E01BF3B49BC698B7615B995669834D9","Are you that greedy?","Are you that greedy?"
"30B5BCA94E63B65F85EF6CA5FA9191F6","Are you the Sewer Dog?","Це ти Каналізаційний пес?"
"50DBE27B40662176512D4B838A572330","Are your customers aware of your past?","Are your customers aware of your past?"
"AEF382CB46761A6DC61E4687780A7EB9","Are you the blackmailer?","Are you the blackmailer?"
"4E6D29454A69D6A2B548DE85A2C4CB53","[BACK]","[НАЗАД]"
"87E4A98E4BA62CA1ADC760BB7CC5D1FD","You should be careful.","You should be careful."
"D4A546944A1D79489335EEA934C791E0","Be careful what you wish for...","Be careful what you wish for..."
"13FA5E7B4807830114D3CDA5380F2F50","Be more polite","Be more polite"
"65393884467F2247823FC7BEE72E1085","Blackmail Investigation","Розслідування шантажу"
"2DDA174043C4A13991F0AF9F333746B1","Blackmail is a serious matter.","Blackmail is a serious matter."
"79C98BF945FE6AAD98E83C909C6D234B","Can I be of service to you?","Can I be of service to you?"
"34659E534148093869F46BB4BA5F8142","Can he be trusted?","Can he be trusted?"
"C8BD931C4EC3FF8C00ACF38AB8FD8CCA","Change your attitude.","Change your attitude."
"A261C0524A2C2162EA3D21AAA14F8852","Chest hemorrhaging","Chest hemorrhaging"
"7E30B02847AE6CC4700A178F2DA87330","Choice 1","Choice 1"
"AECE9812429DDF2A63C75EB7CC3EB082","Confidence must be restored.","Confidence must be restored."
"3EFFBF0A42451C784357BC9A4CAC1B1F","Could it be a mistake?","Could it be a mistake?"
"4BB77D42464661345333A3B16064107D","Crime is no solution.","Crime is no solution."
"E5710F5A48504A7E3A6E05BD15DD3541","Despair can be a poison","Despair can be a poison"
"F8A1CFAC498D5C193F004D9B0A4D648B","Did he give any explanation?","Did he give any explanation?"
"49D585E6438C465CF7E966B52BCDB45C","Did you get some support?","Did you get some support?"
"348397C241FF9AD60D63698995D0FB4B","Did you talk to Mister Lewis?","Did you talk to Mister Lewis?"
"F9A95C4B45E970EABCA12AB555636373","Do not fear death.","Do not fear death."
"A5D895A3411DDD14564DE4822374EC85","Do you fear for your reputation?","Do you fear for your reputation?"
"1FAC7AE44867FBC71B0567AD53A5C500","Do you know Braille?","Do you know Braille?"
"4A2B85524C4A79174F3F9D9779976B9B","Do you need help?","Do you need help?"
"A6017E7D43DFB8283C06389590141F99","Does Tom love you?","Does Tom love you?"
"FD4002BF4EED7143A688419451D78609","Does your brother know what you do?","Does your brother know what you do?"
"3B35B07043504582027D658507D7A6A0","Don't be naïve.","Don't be naïve."
"D03736DE409245AB782064BAAAAEEBA2","Don't blame yourself.","Don't blame yourself."
"AF590C18457D2DD1F517F392B4B0A32A","Don't forget your safety.","Don't forget your safety."
"1173BE304EA9E05A497DF7BBBAF03423","Don't give medicine.","Don't give medicine."
"7107388C4F8391AEEF7F7782C3C02F7A","Don't give medicine.","Don't give medicine."
"9DFF34834DE7DDBC7F1864AFBE781E60","Don't give medicine.","Don't give medicine."
"BA31891747638CE75A4C1AAB45EB79B2","Don't give medicine.","Don't give medicine."
"BDD1DC4048E66BBA0397CAA15092C022","Don't give medicine.","Don't give medicine."
"BE93FCF24169AB3B21C5FFA33F93D6C0","Don't give medicine.","Don't give medicine."
"CFED05B4403BC4F739CC9DB78FF9B0B2","Don't give medicine.","Don't give medicine."
"F9249BA140748F25A37842965A2048A1","Don't give medicine.","Don't give medicine."
"B03A3231420F33EC7C6E718F41D97173","Don't give up.","Don't give up."
"B7083D3D46300958735EAFA45F1A1EFC","You don't keep track of time?","You don't keep track of time?"
"48F7C054475CD37BAE510AAABC5C969D","Don't you ever rest?","Don't you ever rest?"
"598CFFC747C0EB2678C16391A32A8346","Don't you fear me?","Don't you fear me?"
"E158FBE341D3A0B2993897BB97A59739","Don't you find that sad?","Don't you find that sad?"
"53B3FC4D40F4035E4B7B56B45B574234","Drop that gun now!","Drop that gun now!"
"FF9B1143450CAE6F960AF9A594DCE75F","Easing your own remorse?","Easing your own remorse?"
"2832C88640CC6B66CE2FC7956076E615","Take responsibility, and stop hiding!","Take responsibility, and stop hiding!"
"C231D3784AE48424D58DEE85CB780E67","Why keep on working for a gang?","Why keep on working for a gang?"
"C69EEDB742BDCC924266F5821C91281E","Is food all that interests you?","Is food all that interests you?"
"AE9660ED4FA826819A43C9B4BFCD7DF2","Forget what I said...","Forget what I said..."
"A8D6065F47A9AFB00C41379911856617","Things will be better in the future.","Things will be better in the future."
"C78EEB724BBCF18877F3DF97C0C24042","General questions?","General questions?"
"4222DCD5485CF493984887875DE0E2F2","Get a grip!","Get a grip!"
"E1B4008A47B4C79C0B3AE187B0318592","Giselle seems jealous.","Giselle seems jealous."
"3563244A4B3489D9BDF52499A73436B6","Give medicine.","Give medicine."
"7B3C2D9E43FA1A8F7F8065BF5E8763E7","Give medicine.","Give medicine."
"8BDB41F14CD4DAD836F0778FE7BE8D80","Give medicine.","Give medicine."
"9FD22604438E7F482E8B00B713194658","Give medicine.","Give medicine."
"ABE96AE9492F2B05393706AA77EDAE68","Give medicine.","Give medicine."
"CC7BA9E2409303EBCD4AE8AFDCDF418A","Give medicine.","Give medicine."
"EFFD4A49479DE60374B8B58BFC978897","Give medicine.","Give medicine."
"F7B8AAF14832040BD6C977A5A45BA780","Give medicine.","Give medicine."
"7F04F7504593DA53D6103A82F507EBD7","I found your stolen notebook...","I found your stolen notebook..."
"E2DC0C2F4A6EAC41EC345691F6D64697","Go if you need to.","Go if you need to."
"327AB42A495A4976A67223AF0111897A","Goodbye.","До побачення."
"0F055BBA4B2C83139E8B2F8D173CDB21","Goodbye.","До побачення."
"4860A9C04EB2C98FA0CB0F9DD9E71A24","Goodbye.","До побачення."
"57D52C4E44371E1898D24584D1189D35","Goodbye.","До побачення."
"623C25DE48846E231458A4966D8BC4F5","Goodbye.","До побачення."
"BD92A2774966385C756EB2A5E6E64F40","Goodbye.","До побачення."
"CA92B94946FA5C32407AC28A06B3076B","Goodbye.","До побачення."
"F389A77A4DF297BBF22537AFC9A8C71A","Goodbye.","До побачення."
"1266192642BF059EB8301AA75EE7AB8C","Gossips are harmless.","Gossips are harmless."
"293E32CE441716F58767EDA3BE312156","The gravediggers are dead.","The gravediggers are dead."
"3170138D416A92B6218A9C8A465F9728","Guns are dangerous.","Guns are dangerous."
"AAFAC48C4E993FB3F9F2DEB3259BFFC1","Hard to be a good son.","Hard to be a good son."
"BC14E4FA42ECDCDD51B6BA8461A75BE7","Harry is not happy living in Whitechapel.","Harry is not happy living in Whitechapel."
"0692D7FF4831E26EC892A798B6AFE414","Thinking of somebody in particular?","Thinking of somebody in particular?"
"45532BDE4E6691C6B2CC46877C2A30CB","Have you been hurt?","Have you been hurt?"
"47044AE24E1945BF1017C491C8F16703","Have you got any project?","Have you got any project?"
"74A82F404838206718EE13B1A2B36E08","He believed in you.","He believed in you."
"F497419141D6F320F86AD89DFE1ECC64","He could be a killer?","He could be a killer?"
"A43FA4CC42B679F9554E7192D3564A70","He defiled the dead?","He defiled the dead?"
"804C693F4F6857A8CCE86F9FE1338669","He died to save you...","He died to save you..."
"75A8A22C435ECD777AF1ED94668E1EFF","He had a quick death.","He had a quick death."
"631A70B54F0DAA3857716ABBE5DD3508","He had it coming.","He had it coming."
"7B2CB60D46FD48DA64E23C822C0BC1D5","He is just a coward.","He is just a coward."
"F353135941B6DC27C3AC73977CEA7A38","He just tries to survive.","He just tries to survive."
"579E2C9B406A4E1FD69BD2A44DCE23D6","He loved you.","He loved you."
"1A70FD3B4D3F8C7E247BA5936BE4982B","He really hates you now.","He really hates you now."
"C44DA2BC4A0E99D3AAF9248C4E5A94E9","He was a crook.","He was a crook."
"6159D0E344B68EC353DD0E90639DA54C","What are you hiding from?","What are you hiding from?"
"832388D444E9F7014A95CB9E12D39586","How are vampires created?","How are vampires created?"
"7D1719784C571249C6F960AFD54C897E","How did you meet her?","How did you meet her?"
"B9AE0EA6438DA7A34792D0A434DEECC3","How did you meet her?","How did you meet her?"
"3965199F4E330434D43B46816DB5B0E4","How do you feel?","How do you feel?"
"850A21D0411F33368ABC20804081AA99","How do you feel?","How do you feel?"
"829C1D9C4A0E65EB0AFFEA905A6A8ADB","How do you pay the rent?","How do you pay the rent?"
"8894102846DB60F608E4D7B68F3591A0","Start a new life after the prison?","Start a new life after the prison?"
"7BB056584C582E5CD965D99B8D072EB7","How is a Skal different?","How is a Skal different?"
"7675AC4C4D675C5AAA21C0914D02C7A8","How is the situation here?","How is the situation here?"
"88B258F246DF7F615C583EB84898767F","How is work organized?","How is work organized?"
"DA84BD8547129D102D15FC81DD139178","How many victims?","How many victims?"
"CC870D3E4BB6CFD59BC5DF97DDFFC7E1","How old are you?","How old are you?"
"71F7524F470365A6BC8371A645017396","How do you identify a vampire?","How do you identify a vampire?"
"3DD6405C4FFD8FEA77EB32823D58CB37","How was he tonight?","How was he tonight?"
"47F5A83A4012D1019D183ABB168D254D","I am not your son","I am not your son"
"A136B5E34B089B0AD1B6C1A05C4D325D","I am sorry...","I am sorry..."
"5BBF4E3842379AAA2EE87AB2A66C9790","I analyzed the blood.","I analyzed the blood."
"44BAC7BB44F9EE842B93FA81E42D1ACD","I believe in science.","I believe in science."
"37B6F2BD481120F9886E9588A0B41A31","I cannot share your point of view.","I cannot share your point of view."
"89DF979843C6E126C18634BF4602BD10","I don't know","Не знаю"
"C14585AD48AE1E88FAC876A4E223300C","I don't know","Не знаю"
"D58434F44AD31BED262CB099EC6546CF","I don't trust him.","I don't trust him."
"504EA0B645864B31D35123B9DD8C1432","I fight poverty.","I fight poverty."
"C76AA1F7491262865F9A2DA007267422","Here is another page of the diary.","Here is another page of the diary."
"7E7E0776469DC1B20730E880069B8D5A","I have found the laboratory.","I have found the laboratory."
"2404CC3B4F1550C407AE17ABE47C1263","I have questions?","I have questions?"
"8963D91048E9E273A4F8DBBB5449C51E","I have questions?","I have questions?"
"F9EC004F4AA2618DC615B98EB87067FE","I have questions?","I have questions?"
"8C24F6EA4CA69161D56E0480210F9B3C","I have specific tastes…","I have specific tastes…"
"4E5AA511413EB96533816585E839186C","I know you understand me.","I know you understand me."
"9F221D004D52AB3F1F7BF79ABA033020","I love her.","I love her."
"51FA571F4D759DCF37C0E3A7D12725B0","I need blood too.","I need blood too."
"7D1CDBE04305853D6B9B3EAB9A0A44FE","I praise your courage.","I praise your courage."
"391DEC564E3B1BDF9E1AA98AF859AEE4","I respect your refusal.","I respect your refusal."
"293EA43B457A78A7846C249A47DABE25","I have thought about it.","I have thought about it."
"7E4DC0584933B6C675560A9FB41FD5D6","I understand what you did.","I understand what you did."
"4BFEE70944CF1DAA50B46AA29BBF8BC8","I understand your concern.","I understand your concern."
"FEACCD034C48C0C9706BF4884C4CB863","I will protect you.","I will protect you."
"EF088DFD45084251589C90BE8B2810C8","I won't tell.","I won't tell."
"082BC250401F80B6EBCC4D939F2D14A7","I'll demand answers!","I'll demand answers!"
"1D7FD63E414E529C35824D90168568D2","I'll help you.","I'll help you."
"A41565E84223744686E1B1BC3CDBA77A","I'll kill you!","I'll kill you!"
"68CF66944485CF12017DABA977D6A00E","I'll let you bleed.","I'll let you bleed."
"FADEBD94415788DE46155F9CE6C41B6B","I'll take care of it!","I'll take care of it!"
"B0215BD74E57CD023DA2E598AFFD203F","I'm a living paradox!","I'm a living paradox!"
"1C78CB844910700244397EA7393DD834","I'm a victim too.","I'm a victim too."
"2A2E0DCE456808D7087EF4B5116D9679","I'm doubtful.","I'm doubtful."
"CB046EF24C891158E41C23B883D623A2","I'm glad you enjoyed it.","I'm glad you enjoyed it."
"1CFF14254DDAA87BBD87199B8FB77FCF","I'm here to help you.","I'm here to help you."
"CBF55B784D15CFEA819658946FD647CF","I'm impressed!","I'm impressed!"
"5D784036495AB78AABDCA7AC4ABF2EEA","I'm not afraid","I'm not afraid"
"A56CFA31451D3F3218FC45BBFA11C555","I am not at all interested.","I am not at all interested."
"2A2C56854BE560F259DD07B188FFF365","I'm not that easily shocked.","I'm not that easily shocked."
"A81148304421A5B9F4C0E6B68BD11C12","I'm nothing like you!","I'm nothing like you!"
"6C95A383461D73B75BDF17AFA782E2D8","I'm sorry, mother.","I'm sorry, mother."
"9BD54C8C47B22CEFE48AD0995C6C795A","Is Harry your son?","Is Harry your son?"
"8626D16542240BDC4C08C0832C3CEC03","Is anyone taking care of you?","Is anyone taking care of you?"
"C0B74D004738C96283FE439E0A235CD9","Is he dangerous?","Is he dangerous?"
"ADA957E44CB3993F60D14789BEED9FCB","Is it a cult?","Is it a cult?"
"824CB9E148C26FD7E60C7787B7C95253","Is it just a fairytale?","Це всього лиш казка?"
"7F6AE4124F3DA9B182D2C19E4C0322FC","Is it true?","Is it true?"
"112331684D748F38F6DA1CAB189804C8","It could have been worse.","It could have been worse."
"372D9C8744C05E8CCA751D8864DF63EA","Will the Docks always be dangerous?","Will the Docks always be dangerous?"
"D91B8AD74F1D570E3B52BEB8158DF9C3","It is not your fault.","It is not your fault."
"48AA44EB468C2B192F7F86BDE61D1B58","It is so unfair.","It is so unfair."
"35484B46485167137DF486866485DC2F","I cannot give you this formula...","I cannot give you this formula..."
"73F980534C62D315D443FF85A18A6878","It was just a rat.","It was just a rat."
"67E7A4B6488C4A062C860697D1F57E06","It was your son's watch.","It was your son's watch."
"7DCCD2864CCFC6FB583B4BA10D839C0B","It won't last.","It won't last."
"BB3832E8415ABEF67F71DBB4A3146638","It's tragic.","It's tragic."
"2EE1C70F4AA7060DB31AE7A2DA1783AD","It's confidential.","It's confidential."
"C371FD3A4EB3AFA9396BF5AFF6B3E3B7","It's so obvious!","It's so obvious!"
"11CF264B4004CC4E42E113BAB52BD2BB","Jack is dead.","Jack is dead."
"5545D2F74760F6762E47929160CC8EB8","Jack takes good care of you.","Jack takes good care of you."
"CB7287244037760516A941A1140C3AE5","Jack will come back.","Jack will come back."
"F8C4D6F24E85F2D4579A769A2C80D065","Lack of sleep is dangerous.","Lack of sleep is dangerous."
"9E6435C24BC97C1F8D45EBAAC92F34D3","Leave the watch.","Leave the watch."
"DC4B9E564B1C7FF837322889891A5B0E","Let's get out of here.","Let's get out of here."
"97407FF049E89DDD2D0C68ADE252CC3F","Lie to those we love?","Lie to those we love?"
"C016D66B481845BA7CD934A1AA12857E","Life is tough.","Life is tough."
"14F5D75541695F7778512594E09F8553","London's lone gourmet?","London's lone gourmet?"
"43365AD8464BC1B6257E08A0BE91BFE6","London is dangerous too.","London is dangerous too."
"F2633A51433AB0A85E7371AEF4B97BFB","Lottie did not mean it.","Lottie did not mean it."
"8C5662F748F715018A1C979DA47184D1","Missing the good old days?","Missing the good old days?"
"674A17034E44C7317DA83EB96E3F88D9","Mourning is never easy.","Mourning is never easy."
"D78AE49F44174F0185558FB0215AFC68","He never goes out?","He never goes out?"
"241C79264606A2EFED4D7E8EB95178B3","About the restaurant I recommended?","About the restaurant I recommended?"
"94EB28F4447521A317632F9D68A31E1F","No!","No!"
"24DC66F84D16BFC4EC42EC9D2A7F05D0","No antiseptics at all?!","No antiseptics at all?!"
"21FA41024AE1DC5CF5079E8C88C46924","No investigation?","No investigation?"
"7B47A64B4321B6A7E84C1D8969AB6FDA","No need to apologize.","No need to apologize."
"FEABDC8F44EAF7AEA17A0D9D96248500","No one feels safe?","No one feels safe?"
"7ACAB0F7454413EE54F3BFAB10FDF408","No one took care of you?","No one took care of you?"
"96044C804166D7162374128A91EE7754","No regrets at all?","No regrets at all?"
"843C56A1484D45C667367B8B4D4C6FF5","He has no relatives?","He has no relatives?"
"179F87BC4A01FFA206128794D5792C2A","No right to grief?","No right to grief?"
"7108AE834EB819453C014E8286F3FB97","Not about medical error.","Not about medical error."
"30CDDA0543E6EDDEAC8D719EE264E958","Nurse Crane will not come back.","Nurse Crane will not come back."
"85A87917424CC4DA4E3368A9151F5CD0","Once glorious?","Once glorious?"
"A3FC61CC437A7F02F0E75BAD5AACCA99","You only work at night?","You only work at night?"
"5954D243433BEF57159D388F93F1986F","Open your eyes!","Open your eyes!"
"B47C158546689F71204FE5A502BCEC8B","Opened chest.","Opened chest."
"AF79B4884956C82B5C9F81AC71A52F28","Operated lungs.","Operated lungs."
"14CA04FD44C062F69C09D6AE2EC2B309","Patients need you.","Patients need you."
"19F17DCF406C3C91330146A2ED466103","People from the old days?","People from the old days?"
"B315B05F471EF9EA9E8A2E8D6EB44CA7","People hide from what?","People hide from what?"
"6ED66F004C51303248DCD2A2E1B8F8C7","Personal questions.","Personal questions."
"E1F43C064D9B07C5B68A7790D902B1BE","Difficult relationship with your son?","Difficult relationship with your son?"
"C205BA6640A2A2755DE71B8951280351","Revenge is a dish served cold.","Revenge is a dish served cold."
"35EEBB3245B7A3F604DA93A220884A4C","Sabrina seems really fond of you.","Sabrina seems really fond of you."
"42FF37064B70408971377182659CC55E","Sean Hampton sent me.","Sean Hampton sent me."
"8B232A584538984BAAEB53B567462598","Seymour was jealous.","Seymour was jealous."
"6DB2FCD74F7F5683A089D4AB37834A52","Seymour will kill again.","Seymour will kill again."
"4620531F4B2DEEBE73F829AFAE2F2A9E","She blackmailed Lady Ashbury.","She blackmailed Lady Ashbury."
"100AD4D244CEFA267BEF92AFD2BC9963","She could have said the truth.","She could have said the truth."
"7401ABE74DA08850842F968CC98FC7D5","She is an excellent nurse.","She is an excellent nurse."
"0C9B257442715E11A0F58D8C0D42EC4F","She is forever gone.","She is forever gone."
"1FC99B6F4B4CBD91661CFB9CB57B5874","She is just trying to help.","She is just trying to help."
"6F9B0970496283C27DC20BA5C7A413B5","Shut up!","Shut up!"
"677A386849E499F917228CACAF0AF08B","Tell me about the neighbourhood?","Tell me about the neighbourhood?"
"BA6FC0114129DEA8B0B72CB8B7960C44","This bar is neutral territory?","This bar is neutral territory?"
"32B546364C22EC9D73A135AAB847F97D","Someone will kill you.","Someone will kill you."
"EE96D4AB421937E03DD7DEAF0BACAF91","Speak up!","Speak up!"
"4063D4034FD422C1CA7F41A339170831","The staff seems professional.","The staff seems professional."
"F6E801D24C44AA20C1DAE2A110294BF1","Start local investigation.","Start local investigation."
"F0F11B784A1CFD6E11D86EB2B7440F43","Stay here and help.","Stay here and help."
"73F23D7E465EE547BEA21CA063C5C576","Stop your riddles!","Stop your riddles!"
"9DFD726740F370667D7E72A6C2403F15","Survival is a natural law.","Survival is a natural law."
"79961B6142BF8A406E3996A257B5F8AB","Take the watch.","Take the watch."
"F089164442B6EE0D1D1AF3AA92CFECC6","Tell me about Harriet.","Tell me about Harriet."
"53EB2BB847F6DAF9A9142F82D4B1B03C","Tell me about him?","Tell me about him?"
"C5E29D7242FCEDF00A23C9AF2EC7B8C5","Tell me about the Wet Boot Boys?","Tell me about the Wet Boot Boys?"
"5E38D7BC4BACC77B3F1105AFD03526C0","Tell me how?","Tell me how?"
"BECF17A34CA7F8BE71E954BA9921556E","Tell me what you saw?","Tell me what you saw?"
"2790C6FF4611DE499144CBB8971CA282","That is no reason.","That is no reason."
"9D620D1F4553D59FB16F6DA91FE46B1A","The Sad Saint?","The Sad Saint?"
"2110900B4AE017DBCB2EA1B422D508AD","Who is this sewer dog?","Хто цей каналізаційний пес?"
"E0010450446696909E3A64B213DD4AB5","You were ordered to kill?","You were ordered to kill?"
"2DF8554C4200FED02F68DA8D051A715A","There is a rational explanation.","There is a rational explanation."
"D1C762EF42BBD5FEE35BD1953E1F9373","There it is…","There it is…"
"5037F54340CE6606E7AE548D6D834FA0","They know I'm here?","They know I'm here?"
"5113B2394B0AFB91CA784D8FA9858B72","They will not attack.","They will not attack."
"D1C167CA40832E4354B3DAA697F14FF4","This is inacceptable.","This is inacceptable."
"F94714A8423A98589D3C55A4825B9FD5","This is no gift!","This is no gift!"
"9BFD245647F39B1E2C32A0AE3730B939","This is not real.","This is not real."
"06BDE7854974D868794AF7A81AB2A6F1","This is not the place.","This is not the place."
"3F9BAB7B4DB62ED6DFFF28A8E2D0B81C","This proves his love.","This proves his love."
"20095B3A43905F6659BCEDA7D97DC6FC","Tom would disagree.","Tom would disagree."
"82A0C7774CA782651FC95C87EC1ABB0A","Is it not a late hour for trade?","Is it not a late hour for trade?"
"31661B974CB77FB419858C8B7C1C289C","Violence feeds on violence.","Violence feeds on violence."
"B729FA754D977F210A7090A6F7A252F5","We all grieve our own way.","We all grieve our own way."
"A7521684411DF58B859021A3A62590CA","We are all alone","We are all alone"
"5380E30C43C8992412696B96C0EED552","We are our own judges.","We are our own judges."
"FDE1118041D9255BA2E5C09845D68FBC","We need each other.","We need each other."
"2A104EA84B1565B3A78CB09E8C294D83","We'll take care of you.","We'll take care of you."
"46B348C3400FC0C17C6C38BFE012E9FB","Were you ever thankful?","Were you ever thankful?"
"E13F0F1D4852F0080C282991DD61288F","What I have done exactly?","What I have done exactly?"
"538ED3314001F61161744BBC9D6D4723","What about Milton Hooks?","What about Milton Hooks?"
"8A0BAB0D466777397233A8AF8CC36672","What about the gangs?","What about the gangs?"
"D66184514AC554C78D7A4F876CC16A43","It's not dangerous to stay here?","It's not dangerous to stay here?"
"538EB22F4D643B727290E2A1C4F9FD60","What about your victims?","What about your victims?"
"3564788741374D7E2953A2A0FEAE14A0","What are you going to do?","What are you going to do?"
"CDBECCE1471CBD6344735EB4F45687F3","What are you going to do?","What are you going to do?"
"C56B01424AEF928BA082C6B6589AA5A7","What could happen?","What could happen?"
"AEF9814B4D605C6BAC42C48E23C18987","What do you know?","What do you know?"
"99FB98E447309788860B9781DC1199CF","What happened exactly?","What happened exactly?"
"8EC6AC5245924EFFA996999545AD6CF5","What happened to London?","What happened to London?"
"94534CE449C31FB5EB9709B8CD947338","What happened to you?","What happened to you?"
"D1B4AF264CE8270E33B655926F548E9F","What is Fergal?","What is Fergal?"
"C620150F456E897109374AB1C646C768","What is Joe's story?","What is Joe's story?"
"C664F3614A4CCCEA5FA9D1BD972825F6","What is a Skal?","What is a Skal?"
"42DE75544C9F91AD613B90B95ADC91C6","What is going on?","Що відбувається?"
"C9FBC02645323BB882C411993F361D52","What is the Ascalon Club?","What is the Ascalon Club?"
"C23941E74C25D080CCCD329F2AB29A58","What is the situation here?","What is the situation here?"
"CEF6388A4BD1B3360BE665BB873AC68A","What is their goal?","What is their goal?"
"9B85F3C748E9832C4D2F11B998AA3613","What is that place?","What is that place?"
"CDDC4558482A2444438B2E878C9D4F10","What is your gang?","What is your gang?"
"E275BD80461EAC18E54D8F9CEC85E367","What is your plan?","What is your plan?"
"D2DFA95747CE31FDE93C71843C1F7F14","Any interesting local news?","Any interesting local news?"
"A59B4D624B130D584BFD95901F62E4CA","When do you sleep?","When do you sleep?"
"AA5A707643185CD7BB33479873F23C63","Where are you from?","Where are you from?"
"0AB7207544885DAABC72CCBF4EAB4C2C","Where did you send him?","Where did you send him?"
"16A43E2047A7F039B601ACB0A4E35013","Where do Skals come from?","Where do Skals come from?"
"68D5E1764FA7A5E0298901A315F10440","Where do they come from?","Where do they come from?"
"5020BA85436BB62B1B3ABD9030E3A564","Where is everybody?","Where is everybody?"
"2E681E9C431140AF73300ABEB5534BCC","Where is the morgue?","Where is the morgue?"
"1F8131734FEBC62DFAFA3CAAA9D08E77","Who are you?","Хто ви?"
"2C6A3ED7441C920E4588A4A2D25664E6","Who attacked me?","Who attacked me?"
"4EE792BB44E50D1ADF8133853C6DE9ED","Who could have done that?","Who could have done that?"
"F1BFF4ED4D853CAA075E1688BBD5CD2E","Who is he?","Who is he?"
"399924824D75EA5F78082BA0A2F006B9","Who is mocking you?","Who is mocking you?"
"0DAD96DD405E393F29332B88DC184796","Who is the real you?","Who is the real you?"
"A0AD257C4295DB17D072798CFD21CC49","Who is this old woman?","Хто ця стара жінка?"
"4885D8D247B93C27B9068A8DC0BDCDE8","Who killed him?","Who killed him?"
"AEDC46FA4DEB0BEE65E7F8B66E86952B","Who would you trust?","Who would you trust?"
"459BA3C9423B01CD19210DAD62BE4CD5","Whose idea was it?","Whose idea was it?"
"2CFA36F449A3C4C95A9FF58DAFC7C88A","Why avoid you?","Why avoid you?"
