"Key","Source","Translation"
"1E486D554A2F2DA5D074BC8C1B36CA9D","A creature called a «Disaster» is about to be unleashed. It falls upon me, as once it did Marshal, to stop it before the whole country is ravaged.","A creature called a «Disaster» is about to be unleashed. It falls upon me, as once it did Marshal, to stop it before the whole country is ravaged."
"FA0A7FB54E061278A19597864F1E99C6","A crisis you say?","A crisis you say?"
"20C1D13246E8490A9ACB90924ADAF759","A daughter? Is she a…","Дочка? А вона…"
"C2E6018D458A68CB9C7FD09FDFA64DBB","A dose of Epinephrine, now!","A dose of Epinephrine, now!"
"0975CDAD4CB96DD171712FA5AF0D4C7A","A fucking vampire then?","A fucking vampire then?"
"94DD51CD4CA82F759D3482AA11291A78","A member of the club does not normally ask questions about other members. We trust each other.","A member of the club does not normally ask questions about other members. We trust each other."
"6920C20746E2290A5273A98A2DD76E4A","A night will come and you will suffer the same hunger. Someone who trusts you completely, a friend, will die never to wake.","A night will come and you will suffer the same hunger. Someone who trusts you completely, a friend, will die never to wake."
"E74B346349D171B2AB7ED1B1136FC9D2","A pass for a free medical exam by the best nurse available. Just read it.","A pass for a free medical exam by the best nurse available. Just read it."
"4FC1F20D41C8F998C846FEBC4A46BA04","A pleasure as always, Edgar.","A pleasure as always, Edgar."
"BA1BA7894E6150DF917A7E815AEA2D16","A prayer for the summoned by warring song, a child born from darkness must take scent of his path.","A prayer for the summoned by warring song, a child born from darkness must take scent of his path."
"938C72434A8EB5BB3A1A6587B80070FE","A righteous snare to keep mankind from ascending to the stars.","A righteous snare to keep mankind from ascending to the stars."
"FD9682FD4C4866182AEF8594A6E6F91F","A sad story, my dear friend. Tragic in fact. The Brotherhood was betrayed by some of its most trusted members!","A sad story, my dear friend. Tragic in fact. The Brotherhood was betrayed by some of its most trusted members!"
"B4EA85D141FBFF30581466BFBC62A7CE","A shadow. Indeed. Yet I heard his voice in my head. There was a moment I believed I was mad.","A shadow. Indeed. Yet I heard his voice in my head. There was a moment I believed I was mad."
"A66B5890428D933BF4CD06A7572D733D","A spokesman, or a politician is what you need. That's not my calling. And until I come to understand what has happened to me, I require discretion.","A spokesman, or a politician is what you need. That's not my calling. And until I come to understand what has happened to me, I require discretion."
"12828098402C187489515394D57CBC2A","A strange man was at the door with a pass for our medical facility. I refused him entry.","A strange man was at the door with a pass for our medical facility. I refused him entry."
"3ECD37C14A4B4C55104FDC93E34EB173","A sword and a moon are the symbols I should look for.","A sword and a moon are the symbols I should look for."
"AE05344C4D97B46990405DA736F318FE","A sword and a moon. These symbols are not here for ornament alone.","A sword and a moon. These symbols are not here for ornament alone."
"A50E7CEB461341B618F89FA20DBF8DE5","A thoracostomy? Doctor… we've nothing to fight the infection, we need an aseptic environment.","A thoracostomy? Doctor… we've nothing to fight the infection, we need an aseptic environment."
"1B72EE8749AB741CF5F2CBAE38C812A6","A true punishment would be to never know its sweet kiss.","A true punishment would be to never know its sweet kiss."
"F7E1325F4DFE646F6C0C4589B5A6F81E","A vampire doctor! My God, you're a terrifying creature, Jonathan Emmet Reid!","A vampire doctor! My God, you're a terrifying creature, Jonathan Emmet Reid!"
"F27F233E4138395C3D66258C976DEC6B","A vampire is at work here. Famished. Reckless. It must be brought to ground and quickly.","A vampire is at work here. Famished. Reckless. It must be brought to ground and quickly."
"31B20CF246F1067C0517398C23852906","A vampire crying over the death of a loved one? It sounds like a bad joke!","A vampire crying over the death of a loved one? It sounds like a bad joke!"
"9F4568024CFC18AA18ABFFB8D2B6DD89","A vampire? Is that what I am? What we are?","A vampire? Is that what I am? What we are?"
"6E24C8C441377D85F4A75D9434C4AB25","A withering London figurehead to be precise...","A withering London figurehead to be precise..."
"A758A4BE4C3DEEBD3AF524A0A84C5FC8","Aaaaaaaaah!","Aaaaaaaaah!"
"AD74B19547EDACFE9A868CAE41F0FD01","Aaaaaah!","Aaaaaah!"
"416B20404080BF17D2FCF6A39B328A3A","Absolutely not. I'm here to implement my plan to save the city I was born in. I'm here to cast out the ghastly evil that has us all on our knees.","Absolutely not. I'm here to implement my plan to save the city I was born in. I'm here to cast out the ghastly evil that has us all on our knees."
"7A5D6AEF42C5F39E2AADEBADB2F81AA4","Absolutely fine! Did you know I can determine the health of every patient  - or nurse - just by looking at him? Fascinating!","Absolutely fine! Did you know I can determine the health of every patient  - or nurse - just by looking at him? Fascinating!"
"75FBB65F48AE2E83587A3594FEB31FA4","Accepted. I'll see what sort of trouble Lady Ashbury is in.","Accepted. I'll see what sort of trouble Lady Ashbury is in."
"7BA2EB66439EF87C280A28B2382B8233","According to Old Bridget, Skals can lead a peaceful existence, like us. They are even able to nourish themselves by feeding on corpses and the flesh of the dead.","According to Old Bridget, Skals can lead a peaceful existence, like us. They are even able to nourish themselves by feeding on corpses and the flesh of the dead."
"3D14E45B4A94177BF68DF1A32F6C3E39","According to my discoveries, vampire blood would enhance your metabolism. Perhaps even heal you if what Old Bridget says is true. I'll give you some of mine.","According to my discoveries, vampire blood would enhance your metabolism. Perhaps even heal you if what Old Bridget says is true. I'll give you some of mine."
"447D28C54D6BB6D5F17281BAB30921AC","According to my spies, you have worked with Dr. Edgar Swansea on the epidemic. And your findings were quite alarming.","According to my spies, you have worked with Dr. Edgar Swansea on the epidemic. And your findings were quite alarming."
"E2C2BB9844AAB39D95B871ACA82EB614","According to the blood patterns, that’s where the victim was attacked. So that must be the killer’s trail.","According to the blood patterns, that’s where the victim was attacked. So that must be the killer’s trail."
"42668E03457A747CE9E43998085D5537","Actually, yes. I attended an exposition of her paintings before the war. Beautiful landscapes and stunning portraits. I wish I had purchased one. ","Actually, yes. I attended an exposition of her paintings before the war. Beautiful landscapes and stunning portraits. I wish I had purchased one. "
"E6EE8C644E6670E5B0B74A9CDA00C650","Adieu, vampire hunter.","Adieu, vampire hunter."
"1F19CB214BBECC6E188ED8961645792A","Admit it! Admit it you cheat, you bastard!","Admit it! Admit it you cheat, you bastard!"
"7DC762B14CE7E0AC090229841F2BDE3D","After defeating the Disaster in St Paul's Cathedral, I returned to my retreat… infected. This is where my sweet Elisabeth found me, for she heard my pain from across the sea.","After defeating the Disaster in St Paul's Cathedral, I returned to my retreat… infected. This is where my sweet Elisabeth found me, for she heard my pain from across the sea."
"0DD743104FFDDA9977148AAD56A2DC9D","After he saved me from the blood rage, I swore I would never kill to feed. He said the same.","After he saved me from the blood rage, I swore I would never kill to feed. He said the same."
"DD47BD6846E05588EF9FAE8B4C76474F","Again? Waking a poor woman in her sleep. There isn't a poor life needs saving somewhere?","Again? Waking a poor woman in her sleep. There isn't a poor life needs saving somewhere?"
"F32BC2C44F36DC544F24D580CA78EFF5","Ah! Like you helped Doris? Liars, all of you!","Ah! Like you helped Doris? Liars, all of you!"
"44DA5DBF40F0A4E8465EEA91B63CD92F","Ah, but Doris Fletcher is no more. She was consumed by this putrid flesh that now enshrouds her.","Ah, but Doris Fletcher is no more. She was consumed by this putrid flesh that now enshrouds her."
"1D43B2F149BAA907A8391DB290DE2FB9","Ah, straight to the point like all eager new born. We shall have time to talk about all this, Dr. Reid. But first I should like to get to know you better.","Ah, straight to the point like all eager new born. We shall have time to talk about all this, Dr. Reid. But first I should like to get to know you better."
"0DD3BF8F44A18CBC5F967EAC4F44788C","Ah, the vampire's sweet blood. That rich dark wine that we crave, for it made us and it can sustain us.","Ah, the vampire's sweet blood. That rich dark wine that we crave, for it made us and it can sustain us."
"0C97A8344C54A6ECEC154698A65B5337","Ah! Vampire senses never cease to fascinate me. They dwarf those of mere mortals. I'm Aloysius Dawson, by the way.","Ah! Vampire senses never cease to fascinate me. They dwarf those of mere mortals. I'm Aloysius Dawson, by the way."
"194E80F54B7FAF70ABDA8BB5A4AD3CAC","Alarmed by the epidemic, the Guard of Priwen has started a war against us British vampires. To appease the situation we must eradicate the Skals.","Alarmed by the epidemic, the Guard of Priwen has started a war against us British vampires. To appease the situation we must eradicate the Skals."
"6E5A7B3D41A6DB429446BBB13BBF2833","Alas, poor William. He had a good soul, but was weak in spirit. He could not shake the thirst for booze never mind blood. But have faith; my will is far stronger than his.","Alas, poor William. He had a good soul, but was weak in spirit. He could not shake the thirst for booze never mind blood. But have faith; my will is far stronger than his."
"0E51BAAE4D5F95244F613AB75AE43C0E","Alas, poor Doris... I knew her well.","Alas, poor Doris... I knew her well."
"FB872807486C5D8456F2B3B92367AF5C","Alas, poor Doris... I knew her well.","Alas, poor Doris... I knew her well."
"B8DA02AD4B5F6B8BBBAE75B146B4E33E","All is already lost. The city verges on collapse. The epidemic has spread so widely. Disgusting Skals are everywhere!","All is already lost. The city verges on collapse. The epidemic has spread so widely. Disgusting Skals are everywhere!"
"3FF3A98541E24BB1A429499A2D52CDA9","All right, I'm listening.","All right, I'm listening."
"A08BF11346087DCC26DC39BA60506927","All right, all right... What is it you wish to ask?","All right, all right... What is it you wish to ask?"
"6C0F10A0429BBBF88E24A893FEACFA97","All right, but be quick!","All right, but be quick!"
"12330A7B4AEE0489BC586C8007726AC5","All right, just ask.","All right, just ask."
"434BA84C488548D5779FCF93D23B9EE0","Tell me what it is then, in your own words.","Tell me what it is then, in your own words."
"E8ADDA87400E9B7298EA129113576D90","All right...","All right..."
"FDF090164D25DE42ACF84D92798820C4","All right, but no more riddles. Enough of the obscure songs and prophecies! I ask questions and you answer them.","All right, but no more riddles. Enough of the obscure songs and prophecies! I ask questions and you answer them."
"AC1A9093462D664DE1D6CC8953E80E08","All the Brotherhood knows about him is highly confidential. He is dangerously intimate with the Royal family, and Britain's inner circles.","All the Brotherhood knows about him is highly confidential. He is dangerously intimate with the Royal family, and Britain's inner circles."
"93D4BC68481159EB1A44F2B5C3C95868","All the more reason to shut it, Mr. Billy. If the man says a bloodsucker's dug in here, you've but one job and that's to find it! And find it fast!","All the more reason to shut it, Mr. Billy. If the man says a bloodsucker's dug in here, you've but one job and that's to find it! And find it fast!"
"DD131B814B3675364446ECB9068E5265","All this could be so useful in a hospital.","All this could be so useful in a hospital."
"99FFD8EE4205C0A6E66AF6ADEE83BD2A","All those poor victims! How could he do it? What happened?","All those poor victims! How could he do it? What happened?"
"5789FAE94971452566D069916E09BA57","All vampires drink blood by nature. Me, I praise the lady's exemplary moral fibre.","All vampires drink blood by nature. Me, I praise the lady's exemplary moral fibre."
"F31F92CF4CEDDB0B2A0BB4A7166D2E9B","He did not survived the procedure. He was too weak.","He did not survived the procedure. He was too weak."
"58B99F60455F3359857A4AB916D4B733","Aloysius Dawson is a man of his word, as are all of us. This is the Ascalon Club, Dr. Reid, we do not grant access to the unworthy.","Aloysius Dawson is a man of his word, as are all of us. This is the Ascalon Club, Dr. Reid, we do not grant access to the unworthy."
"A799A8C54AD8289EF57AD49287EBA48F","But Aloysius Dawson is only a rich merchant.","But Aloysius Dawson is only a rich merchant."
"C419A1374A926EA09541378167B534C8","Aloysius Dawson is no more. I took care of him.","Aloysius Dawson is no more. I took care of him."
"C834B82647C86A17EECB4E90C107D8F6","Aloysius Dawson is the richest man in England. He'll be a very useful resource for the club!","Aloysius Dawson is the richest man in England. He'll be a very useful resource for the club!"
"9A717C524F9B0D23199597BE79ADD00A","Aloysius is waiting for you at the Dawson estate. Once the deed is done I'll join you there to celebrate this momentous occasion.","Aloysius is waiting for you at the Dawson estate. Once the deed is done I'll join you there to celebrate this momentous occasion."
"D4D44B0749B383FD658EF3A6D74C873C","Already making the rounds? That's the Pembroke spirit. I'll ask our porter, Milton to bring him back immediately.","Already making the rounds? That's the Pembroke spirit. I'll ask our porter, Milton to bring him back immediately."
"91D4B65342EA945253B984B929566278","All right, all right, sorry. I'm in pain 'ere! Me guts are spilling out on the street and you're jabbering on!","All right, all right, sorry. I'm in pain 'ere! Me guts are spilling out on the street and you're jabbering on!"
"FEBF0A3C4BCAA9D239FC3FAF940287AF","Always a pleasure to see you, my friend.","Always a pleasure to see you, my friend."
"2DFBB1E54DA1A32B3C747EA75037D010","Is this proof that I'm cursed in the eyes of the divine?","Is this proof that I'm cursed in the eyes of the divine?"
"D13FFF3C48A7476D82FC5B8E3918E518","Am I not a legend? Are you not about to become one yourself?","Am I not a legend? Are you not about to become one yourself?"
"1A60087D4401B6F5CF572CAE09F263F3","Am I supposed to follow orders?","Am I supposed to follow orders?"
"B8359A5146773EA6C49F039B9E4200C1","And I did not come to kill you, miss Fletcher.","And I did not come to kill you, miss Fletcher."
"66B64EC148521FB81F13E49B17A9C1F3","And I just had the carpet cleaned.","And I just had the carpet cleaned."
"A5A96BBD43ACF5A4923D04B226EB45D0","And I shall help you in your research I promise. For now you must go to the Ascalon Club and play their game.","And I shall help you in your research I promise. For now you must go to the Ascalon Club and play their game."
"27AF604A41A34C2A7146D1B1BBA6CC20","And I thought you a gentleman! You shouldn't talk about a lady behind her back, but I will tell you she values her privacy.","And I thought you a gentleman! You shouldn't talk about a lady behind her back, but I will tell you she values her privacy."
"8840DCD248327F30D99736B25DC13D69","And Mr. Hampton, the patient we brought in. How does he fare?","And Mr. Hampton, the patient we brought in. How does he fare?"
"5CDD902048B4B81682FF7C9EBFD4BC8B","And before you arrived here?","And before you arrived here?"
"312997DD48C431CC0D48F4B11486C46B","And if we are guilty?","And if we are guilty?"
"1C6802EB4A4FCC293D85E982894D0481","And many can testify to her kindness and beauty.","And many can testify to her kindness and beauty."
"FBE76D1D4B83ACCF14D116A786A5ADFE","And many can testify to her kindness and beauty.","And many can testify to her kindness and beauty."
"717599BA4469494E8FBA1CB6C02BDF43","And no one suspected you of the murders?","And no one suspected you of the murders?"
"0572F445434C93350A838988003E0FCD","And now I feel true fear... Is there an afterlife? What will become of me when I am dead, Dr. Reid?","And now I feel true fear... Is there an afterlife? What will become of me when I am dead, Dr. Reid?"
"8A6693D8454EB67BE5FDDCBB7845EF6A","And now what?","And now what?"
"A362A7EB4E6E2E52BB60399C89E51F97","And off to the church he goes. A new born seeking divine consent. To lick the blood from a soft and pointy crown.","And off to the church he goes. A new born seeking divine consent. To lick the blood from a soft and pointy crown."
"7F94593C423F8B98C36D559B9AD0749F","And our Dr. Swansea? He's fine with this culling of patients?","And our Dr. Swansea? He's fine with this culling of patients?"
"1D6822F745FFA1394456038F69DF80E1","And since a lady always keeps her promises, I will now answer any questions you may have.","And since a lady always keeps her promises, I will now answer any questions you may have."
"952BC0BE44708487E2CCACA0C3E52E42","And so this is why you're here? To warn me? You've felt this pain yourself. You too have endured this?","And so this is why you're here? To warn me? You've felt this pain yourself. You too have endured this?"
"8A1940B1400C80F72FCBA68C2C946C3A","And the same to you, Jonathan Reid! Now go have your little chat with the chairman. I can see he's practically bursting to hear your report.","And the same to you, Jonathan Reid! Now go have your little chat with the chairman. I can see he's practically bursting to hear your report."
"E895B19C4ECA8D211D77E18856F82419","And then what? What will become of me?","And then what? What will become of me?"
"D25CC6CB4206A70D831C0FB54996613F","And these shadows. This presence. Do you still hear it? Was it a vampire? Did Sean see it?","And these shadows. This presence. Do you still hear it? Was it a vampire? Did Sean see it?"
"C0B31D824B6461B760C09598E13DFB42","And to you also, Jonathan. ","And to you also, Jonathan. "
"25812620445155EA4B7FA0A0A3859493","And to yours, my Lady.","And to yours, my Lady."
"08EA6E6B4B2F3B940B58B28F1797380D","And what about William Bishop? He tried to take care of you. But this hunger, this thirst cannot be restrained.","And what about William Bishop? He tried to take care of you. But this hunger, this thirst cannot be restrained."
"33F5270249D4BA6DC3562FA70E35C3D8","And what exactly is this Brotherhood?","And what exactly is this Brotherhood?"
"FFDC0046499AACE4A7F88EB8F89A9E0C","And what of you? A vampire doctor? Meals laid out before you, yet you restrain?","And what of you? A vampire doctor? Meals laid out before you, yet you restrain?"
"3A83B4354116F723B8EA0AB01B1C6167","And what of your daughter?","And what of your daughter?"
"3CE27A5C493475C9EB37DDA13707D4C0","And who bestowed upon you this eternal youth?","And who bestowed upon you this eternal youth?"
"B193C86141768990DEA5A5AC0EB36E1E","And who might you be?","And who might you be?"
"B5D735F44C24B61E7DC8B3BD0AED6299","And who was this woman?","And who was this woman?"
"DBB5229F45AA247E48E0B98787B0CB44","And whosoever liveth and believeth in me shall never die.","And whosoever liveth and believeth in me shall never die."
"AD087282422C91EA7E2F5FBCF323176F","Skals are hideous, shameful creatures that give all Ekon a bad name. ","Skals are hideous, shameful creatures that give all Ekon a bad name. "
"DC7E1E4F4CAAAED72CA8879DAA7B2E99","And why not! What did Stoker say about the children of the night? Well using my blood I could create a whole army of vampires!","And why not! What did Stoker say about the children of the night? Well using my blood I could create a whole army of vampires!"
"88CE949046B6DF8823EE33ACB69CD3B3","And why not? This is where I live now. Leave me be!","And why not? This is where I live now. Leave me be!"
"8B6246354AAEEF270E3FE9B6A24F28C9","And why's that? Because he's a Skal he shouldn't be trusted. Who are you to judge?","And why's that? Because he's a Skal he shouldn't be trusted. Who are you to judge?"
"1B9F17A2425248130B704583707C224B","And yet he thinks he's been offered immortality by the angels. To protect the feeble and to smite the unholy.","And yet he thinks he's been offered immortality by the angels. To protect the feeble and to smite the unholy."
"3FB9FCB447D03567467051AD05356527","And you call him father.","And you call him father."
"4523575A4E6C283CF052928462C97668","And you cleansed her before the hunters I've been told! Well done, Dr. Reid. You thrust your lance and pierced the very heart of the corruption.","And you cleansed her before the hunters I've been told! Well done, Dr. Reid. You thrust your lance and pierced the very heart of the corruption."
"1669836E4622F5A5DBBBFE96FE7DEB21","And you would like me to eradicate this threat?","And you would like me to eradicate this threat?"
"31EAD0A047566C8478B1BFBD866E580D","And you? Why are you here in truth? Which new thread of which old twisted plan are you seeking to pull right now?","And you? Why are you here in truth? Which new thread of which old twisted plan are you seeking to pull right now?"
"7F0A6336414D191564B7BAB35E5E1234","Another corpse thrown in the streets. Someone’s playing a very sick game.","Another corpse thrown in the streets. Someone’s playing a very sick game."
"8B3DE0F841CA6EF0B9DC58AD45F9ADB5","Another corpse? Have the very streets of London become a mausoleum?","Another corpse? Have the very streets of London become a mausoleum?"
"180342444741B44B9E7582B0B8465063","Another disgusting Ghoul did it, don’t you think?","Another disgusting Ghoul did it, don’t you think?"
"5EABFAC348A778259FE20F82BD841B94","Answer me all the same... What will your first action be as an immortal?","Answer me all the same... What will your first action be as an immortal?"
"32F611424395E965AC4773AD1E605A95","Any familiar or famous names?","Any familiar or famous names?"
"6A48EA0A45017C2EF3DCAF83432CC956","Anyway, I have concluded my enquiries concerning your blackmailer.","Anyway, I have concluded my enquiries concerning your blackmailer."
"75A06A334B832E55E05C7DBE64310808","Apologies will not suffice. I demand reparation. I want a miracle. Are you a miracle worker, Dr. Reid?","Apologies will not suffice. I demand reparation. I want a miracle. Are you a miracle worker, Dr. Reid?"
"8B4DF0CD4DB04AB93D57A0A8C45EB80A","Apologies, I've only just met him the once. This is sudden... I've only just returned to England.","Apologies, I've only just met him the once. This is sudden... I've only just returned to England."
"73B645B2443733F79C25B2A7A9C14A1A","Apologies. You've taken me by surprise. I am very happy to see you.","Apologies. You've taken me by surprise. I am very happy to see you."
"019ACF9B490D7699DBD719853C0D73B5","Are there many vampires here in London?","Are there many vampires here in London?"
"046F52CE46B6F6F25E9EBCBEEBA6EE5E","Are those tears, brother dear? You heart still bleeds with emotion. My dead heart has dried.","Are those tears, brother dear? You heart still bleeds with emotion. My dead heart has dried."
"317AA01C42121062AB160E80666381AB","Are we condemned to attend the funerals of all we love?","Are we condemned to attend the funerals of all we love?"
"1C2E07654599C11A8C9A588EB6978F1F","Are we not creatures of deceit? I could hide my nature from my men, or name a successor; go my own way. I know not yet my path.","Are we not creatures of deceit? I could hide my nature from my men, or name a successor; go my own way. I know not yet my path."
"837761644404DDD26842698BE81D5ACB","Are we then condemned to lie to those we love?","Are we then condemned to lie to those we love?"
"D995DF724B58B9C4F27E1BB3FF4D7E91","Are you a member of the club?","Are you a member of the club?"
"8B75D3574F58F22737429180DBC30A62","Are you afraid of him? Is he that dangerous?","Are you afraid of him? Is he that dangerous?"
"E6B80CB94051B48F3AC5A6B0B75DAA1C","Are you all right, Jonathan?","Are you all right, Jonathan?"
"FED4C8134007C2285EEDF48E8F78F1AD","Are you all right, Doctor?","Are you all right, Doctor?"
"EF4CDB4A410395E6A5A6528F7C9DF6A1","Are you an Ekon too?","Are you an Ekon too?"
"06688B7246049006AA69E38F75122C9F","Are you certain?","Are you certain?"
"23EA8E604312C09C54E80CBF87A0409B","Are you here to end me, Leech? You'll find I will not be killed easily.","Are you here to end me, Leech? You'll find I will not be killed easily."
"1DEA4F2749581737DB5CF49DEEE36B24","Are you here to mock me, Reid?","Are you here to mock me, Reid?"
"491B4C50416A0987C89D42A07A45A040","Are you like me? Are you also dead?","Are you like me? Are you also dead?"
"893D9AEC459AB75900501F92104C810D","Are you mad? Who would take care of us? Who would free us if it takes decades or even more?","Are you mad? Who would take care of us? Who would free us if it takes decades or even more?"
"8F80350E459C489B3D9CF6960AA98256","Are you not afraid Priwen will find you? Next time they will do more than abduct and torture you.","Are you not afraid Priwen will find you? Next time they will do more than abduct and torture you."
"C9EE301C4A5EEB7E1393C682BDE42963","Are you not afraid someone might discover you here? It's not that hard to find...","Are you not afraid someone might discover you here? It's not that hard to find..."
"B7972F044CEF86A743AD2A975F023B0C","Are you not afraid? You’re surrounded by vampires!","Are you not afraid? You’re surrounded by vampires!"
"0FF0AF1347A71834841838B2839A3ADE","Are you not mistaking sacrifice for summary execution?","Are you not mistaking sacrifice for summary execution?"
"B924E7AE4B1782042123A584F2DFC3F0","Are you questioning my orders?","Are you questioning my orders?"
"C9FDA0EF466079CC93785B936FC24476","Are you ready for immortality, Mr. Dawson? Drink now and say farewell to life as you prepare to be reborn.","Are you ready for immortality, Mr. Dawson? Drink now and say farewell to life as you prepare to be reborn."
"AFFEA16A4F942E8D0312CF903583CAEF","Are you refering to Fergal? He was the most useful of servants, but he was just a servant. You on the other hand, doctor, proved yourself much more worthy.","Are you refering to Fergal? He was the most useful of servants, but he was just a servant. You on the other hand, doctor, proved yourself much more worthy."
"9BE945E24D1DD631199DBCB14FABBD33","Are you sick, Mr. Dawson? I am a doctor, you know.","Are you sick, Mr. Dawson? I am a doctor, you know."
"24AFD4D54BA8F23D690E93AC1CCA6FF3","Are you sick?","Are you sick?"
"BAF36DA145BB7468AD81F3942A5B42A4","Are you sure it was Hampton that killed Miss Jones?","Are you sure it was Hampton that killed Miss Jones?"
"6E00AC5A4E6FB7C2D17AC7AE87E1B0F1","Are you sure your information about Redgrave is correct? He says he's the Progeny of the great knight, William Marshal who lived some nine centuries ago.","Are you sure your information about Redgrave is correct? He says he's the Progeny of the great knight, William Marshal who lived some nine centuries ago."
"E5D916B94894A561BBAEA2829B860C8A","Are you truly seeking to identify my Maker?","Are you truly seeking to identify my Maker?"
"14E6C3EC47C6E65A867E6F96F5C5D3AF","Are you trying to divine my age by crosschecking historical dates, my dear? That's a devious parlour trick!","Are you trying to divine my age by crosschecking historical dates, my dear? That's a devious parlour trick!"
"F724A3B44064F542B269FBA3D019696F","Are you worried about the situation, or your reputation? Now is not the time to think of oneself.","Are you worried about the situation, or your reputation? Now is not the time to think of oneself."
"C9CA08DF428404601D510A90ED0D0F67","Aren't you afraid of what you've become?","Aren't you afraid of what you've become?"
"9C479E25483C1DB3C209248D3FBF0FB5","Aren't you frightened?","Aren't you frightened?"
"2C02568E43C438016EE00EBAF3B9E5C5","As a new born your hunger for answers is rivalled only by your thirst for blood. But the questions need wait.","As a new born your hunger for answers is rivalled only by your thirst for blood. But the questions need wait."
"DD9DA7ED4AC961CC609A13AE192BB35F","As a physician we often have to make decisions that may result in life or death for one of our patients. These people trust us. It's a heavy burden, but one we have to make.","As a physician we often have to make decisions that may result in life or death for one of our patients. These people trust us. It's a heavy burden, but one we have to make."
"90379953433B0DCE52B6388428156A79","As a practitioner of the medical sciences, I'm prepared for the death of loved ones. But mourning in the shadows, deprived of sharing one's grief…","As a practitioner of the medical sciences, I'm prepared for the death of loved ones. But mourning in the shadows, deprived of sharing one's grief…"
"4240721C4808A20DCDED45B779A385C0","As founder and Chairman of the club, I alone am entitled to make demands of our members. And I do appreciate obedience.","As founder and Chairman of the club, I alone am entitled to make demands of our members. And I do appreciate obedience."
"4B1FAE6C47415DBA82AA87BF629FFABC","As good as one can be considering the circumstances.","As good as one can be considering the circumstances."
"C112F27B48E4C77B71B416990BDCD95C","As if the disease has taken control of her will?","As if the disease has taken control of her will?"
"6C5EB3CE4DE465D9C4900FA1A397FF90","As immortal tradition doth dictate... All fangs and hypnotic eyes ablaze. The blood would run like a river. That's what I hope to avoid... Violence has a tendency to spiral out of control...","As immortal tradition doth dictate... All fangs and hypnotic eyes ablaze. The blood would run like a river. That's what I hope to avoid... Violence has a tendency to spiral out of control..."
"6315A1F043280ED143C0F6ACA34E46C0","As long as the right people are on the right side of the wall. That's all that matters.","As long as the right people are on the right side of the wall. That's all that matters."
"25F5F4264A5E3F73E90C7FBB755AFE4A","As long as they deny access to female applicants, I will leave them to their antediluvian considerations as to the natural order of things.  ","As long as they deny access to female applicants, I will leave them to their antediluvian considerations as to the natural order of things.  "
"9F2B51684205945166518CA90181D097","As long as we keep to ourselves we interest no one. This is a haven and I pray it remain so for eons to come.","As long as we keep to ourselves we interest no one. This is a haven and I pray it remain so for eons to come."
"E9AE43E148833085D55016908AE02B86","As long as you reveal nothing of the club's inner workings, why should I forbid you engaging in, «conversation» with the good Dr. Swansea?","As long as you reveal nothing of the club's inner workings, why should I forbid you engaging in, «conversation» with the good Dr. Swansea?"
"AAABE5004782419FA5FD9B96C520E2BD","As men of science our first step is always to start with what we know. Forget the myths, the hackneyed scrawling's in the Penny Dreadfuls. They don't scratch the surface of the truth you now find yourself in.","As men of science our first step is always to start with what we know. Forget the myths, the hackneyed scrawling's in the Penny Dreadfuls. They don't scratch the surface of the truth you now find yourself in."
"1985CFD54C4DF57CF16E60A1D7AE4F21","As shall my children yet to come.","As shall my children yet to come."
